Indicators,BNC,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,Indicators_en,SCOTIA,BICH,PROMOBK,SOCABK,SOCABL,BHD ,BHD *
prets,74531.4,23730,58765.3,73261,235488.2,200998.7,37624.5,90107,853718.1000000001,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2007-03-01,Loans,59212,0,,,,,
interets sur bons b.r.h.,120877,3603.9,5061.2,7591,93445.9,63662.1,0,6187,300428.1,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2007-03-01,Interest on central bank bills,0,0,,,,,
autres,14352,532.8,3395.6,9753,58378.7,63769.1,17060.9,1331,170253.09999999998,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2007-03-01,Other,1680,0,,,,,
depenses d'interet,40459,5883.4,10984.7,15521,136749.7,125793.1,20435.1,30513,396348,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2007-03-01,Interest expenses,10009,0,,,,,
commissions,27898,1933.9,12488.8,15249,69780.9,62555.8,3562,10626,211892.4,Autres revenus,Autres revenus,Other income,Other income,2007-03-01,Commission banking fees,7798,0,,,,,
gains sur change,10452,10207.4,4983,16558,76128,50822.6,1483.7,8248,185048.7,Autres revenus,Autres revenus,Other income,Other income,2007-03-01,Foreign exchange gains,6166,0,,,,,
autres,16241,143.6,2735.6,2817,54749.4,95908.6,380.3,-592,169361.5,Autres revenus,Autres revenus,Other income,Other income,2007-03-01,Other,-3022,0,,,,,
produit net bancaire,223892.4,34268.200000000004,76444.8,109708,451221.39999999997,411923.79999999993,39676.3,85394,1494353.9000000004,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2007-03-01,Net banking income,61825,0,,,,,
dotation a la provision pour creances douteuses,4500,3542.6,5610,5242,21639.2,50,9035.3,-35035,18346.100000000006,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2007-03-01,Allowance for bad debts,3762,0,,,,,
et impots sur le revenu,219392.4,30725.600000000006,70834.8,104466,429582.19999999995,411873.79999999993,30641.000000000004,120429,1476007.8000000003,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2007-03-01,Earnings before operating expenses and income tax,58063,0,,,,,
salaires et avantages sociaux,59752,13024,31112.1,27789,118504.9,100804.4,7758.5,25848,392338.9,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-03-01,Salaries and benefits,7746,0,,,,,
frais de locaux,4413,731.9,8294.5,11954,14626.3,12409.4,2349.4,2766,61102.5,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-03-01,Premises expenses,3558,0,,,,,
amortissement,11368,2768.1,9260.1,6602,30266.2,24271.8,1214.8,3491,92609,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-03-01,Amortization,3367,0,,,,,
autres depenses d'exploitation,50913,9677.4,29471.6,44463,160802.4,138562.6,5560.4,19164,485814.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-03-01,Other operating expenses,27200,0,,,,,
benefice avant impots sur le revenu,92946.4,4524.200000000004,-7303.499999999985,13658,105382.39999999997,135825.59999999998,13757.900000000005,69160,444143.00000000023,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2007-03-01,Profit before income tax,16192,0,,,,,
impots sur le revenu,0,0,-2191.1,0,21288.2,36672.9,3714.7,8306,69959.7,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2007-03-01,Income taxes,2169,0,,,,,
benefice net (perte nette),92946.4,4524.200000000004,-5112.399999999985,13658,84094.19999999997,99152.69999999998,10043.200000000004,60854,374183.3000000002,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2007-03-01,Net profit (loss),14023,0,,,,,
prets,163154.5,20971.3,49726.2,86669,205518,216746.7,46681.1,68708,917418.7999999999,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2009-06-01,Loans,59244,0,,,,,
interets sur bons b.r.h.,43887.3,2190.9,2571.2,2039,36689.8,24671.7,0,242,113532.90000000001,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2009-06-01,Interest on central bank bills,1241,0,,,,,
autres,2930.1,36.6,1586.6,4458,48272.4,30142,11786.3,170,100110,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2009-06-01,Other,728,0,,,,,
depenses d'interet,14704.1,4473.5,6215.8,7202,54118.6,40601.2,15691.1,8123,158560.3,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2009-06-01,Interest expenses,7431,0,,,,,
commissions,28008.4,5104,19401.8,25866,130519.7,93332.6,3395.8,15041,330177.3,Autres revenus,Autres revenus,Other income,Other income,2009-06-01,Commission banking fees,9508,0,,,,,
gains sur change,10164.4,1509.8,3313.4,11433,46132.7,32386.3,1521.9,7991,120929.49999999999,Autres revenus,Autres revenus,Other income,Other income,2009-06-01,Foreign exchange gains,6477,0,,,,,
autres,9985.1,2737.5,9157.3,4798,76168.1,161621.8,1023.6,0,265270.39999999997,Autres revenus,Autres revenus,Other income,Other income,2009-06-01,Other,-221,0,,,,,
produit net bancaire,243425.69999999998,28076.6,79540.69999999998,128061,489182.1,518299.9,48717.6,84029,1688878.5999999999,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2009-06-01,Net banking income,69546,0,,,,,
dotation a la provision pour creances douteuses,11500,1407.7,5652.1,2625,34215.5,-15000,2498.3,4752,39756.100000000006,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2009-06-01,Allowance for bad debts,-7894.5,0,,,,,
et impots sur le revenu,231925.69999999998,26668.899999999998,73888.59999999998,125436,454966.6,533299.9,46219.299999999996,79277,1649122.4999999998,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2009-06-01,Earnings before operating expenses and income tax,77440.5,0,,,,,
salaires et avantages sociaux,111387.9,15526.9,28342.3,37248,155293.1,154618.5,9298.1,17802,544056.7999999999,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2009-06-01,Salaries and benefits,14540,0,,,,,
frais de locaux,7812.4,820.3,8469.9,11105,14285,16189,2114.5,3597,70712.1,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2009-06-01,Premises expenses,6319,0,,,,,
amortissement,14731.7,2297.2,11830.3,7374,33608.4,34097.9,1098.7,2306,109696.2,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2009-06-01,Amortization,2352,0,,,,,
autres depenses d'exploitation,58185.3,9830.3,21156.7,45390,160490.9,149469.3,8540.2,19019,491696.69999999995,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2009-06-01,Other operating expenses,19615,0,,,,,
benefice avant impots sur le revenu,39808.399999999994,-1805.7999999999993,4089.3999999999796,24319,91289.19999999995,178925.20000000007,25167.799999999996,36553,432960.69999999995,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2009-06-01,Profit before income tax,34614.5,0,,,,,
impots sur le revenu,0,0,0,0,13304.2,39498.5,6795.3,12377,82359.4,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2009-06-01,Income taxes,10384.4,0,,,,,
benefice net (perte nette),39808.399999999994,-1805.7999999999993,4089.3999999999796,24319,77984.99999999996,139426.70000000007,18372.499999999996,24176,350601.29999999993,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2009-06-01,Net profit (loss),24230.1,0,,,,,
prets,126133.1,24905.2,72891.6,71670,189648.4,205968.6,42748,68509,871244.9,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2008-06-01,Loans,68771,0,,,,,
interets sur bons b.r.h.,44175.8,3109.1,1846.1,2667,43419.5,31068.9,0,766,127052.4,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2008-06-01,Interest on central bank bills,0,0,,,,,
autres,12456.3,518.9,299.6,6145,60553.1,50801.3,10725.4,2397,144675.6,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2008-06-01,Other,779,0,,,,,
depenses d'interet,39911.1,4700.5,10410.7,6943,69254.2,48853.9,16286.3,9753,226741.69999999998,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2008-06-01,Interest expenses,20629,0,,,,,
commissions,44657.1,3765.8,11894.6,19374,103051.3,81765,3139.5,12906,289375.3,Autres revenus,Autres revenus,Other income,Other income,2008-06-01,Commission banking fees,8822,0,,,,,
gains sur change,11119.5,8112.9,3543.9,15013,51780.4,42237.1,1534.7,9552,152895.50000000003,Autres revenus,Autres revenus,Other income,Other income,2008-06-01,Foreign exchange gains,10002,0,,,,,
autres,2700.5,2035.9,10222.7,3973,122531.2,105641.3,374.1,-256,247241.69999999998,Autres revenus,Autres revenus,Other income,Other income,2008-06-01,Other,19,0,,,,,
produit net bancaire,201331.2,37747.3,90287.80000000002,111899,501729.7,468628.30000000005,42235.40000000001,84121,1605743.7000000002,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2008-06-01,Net banking income,67764,0,,,,,
dotation a la provision pour creances douteuses,0,1620.7,16403.5,3793,58710,0,6243,0,95169.2,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2008-06-01,Allowance for bad debts,8399,0,,,,,
et impots sur le revenu,201331.2,36126.600000000006,73884.30000000002,108106,443019.7,468628.30000000005,35992.40000000001,84121,1510574.5000000002,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2008-06-01,Earnings before operating expenses and income tax,59365,0,,,,,
salaires et avantages sociaux,79268.5,15571.4,32997.2,32346,131758.5,110532.6,8694.8,15590,441833.99999999994,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2008-06-01,Salaries and benefits,15075,0,,,,,
frais de locaux,8887.1,694.6,9396.2,10500,14512.6,17831.1,2597.1,4230,72681.7,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2008-06-01,Premises expenses,4033,0,,,,,
amortissement,17414.4,3133.9,10568,7120,32217.9,32739.6,1023.4,2101,109319.20000000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2008-06-01,Amortization,3001,0,,,,,
autres depenses d'exploitation,48930.8,8275.5,32081.4,46721,171989.6,144881.3,6351.1,20222,501387.7,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2008-06-01,Other operating expenses,21935,0,,,,,
benefice avant impots sur le revenu,46830.40000000002,8451.200000000004,-11158.49999999997,11419,92541.10000000003,162643.70000000007,17326.000000000007,41978,385351.9000000004,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2008-06-01,Profit before income tax,15321,0,,,,,
impots sur le revenu,0,0,-3347.5,0,15263.4,44831.3,4678,12565,80012.40000000001,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2008-06-01,Income taxes,6022.2,0,,,,,
benefice net (perte nette),46830.40000000002,8451.200000000004,-7810.999999999971,11419,77277.70000000004,117812.40000000007,12648.000000000007,29413,305339.50000000035,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2008-06-01,Net profit (loss),9298.8,0,,,,,
prets,98922.2,21489.4,67018.4,70304,247709.6,201698.5,36941.6,77318,903667.7,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2007-06-01,Loans,82266,0,,,,,
interets sur bons b.r.h.,102168.3,3104,4215.5,8607,85863.6,71201.2,0,10609,285768.60000000003,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2007-06-01,Interest on central bank bills,0,0,,,,,
autres,35547.3,383.2,3110.1,9823,63340.1,58324.5,17368.8,3247,191470,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2007-06-01,Other,326,0,,,,,
depenses d'interet,66539.1,7266.7,13387.8,16348,144783.6,113744.6,22421.9,30821,424358.70000000007,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2007-06-01,Interest expenses,9046,0,,,,,
commissions,29070,2472.1,12295,15091,89432.4,66766.7,1658.9,11081,235090.1,Autres revenus,Autres revenus,Other income,Other income,2007-06-01,Commission banking fees,7223,0,,,,,
gains sur change,13585.7,22033.5,5668.3,15397,54480.7,42083.8,1271.4,9853,171431.4,Autres revenus,Autres revenus,Other income,Other income,2007-06-01,Foreign exchange gains,7058,0,,,,,
autres,3406.9,221.9,3442.4,2943,42409,65127.1,460.2,-597,102110.49999999999,Autres revenus,Autres revenus,Other income,Other income,2007-06-01,Other,-15303,0,,,,,
produit net bancaire,216161.3,42437.4,82361.9,105817,438451.79999999993,391457.2,35278.99999999999,80690,1465179.6,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2007-06-01,Net banking income,72524,0,,,,,
dotation a la provision pour creances douteuses,0,3699.5,8600,6973,19793.6,9183.8,2318.5,0,26474.399999999994,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2007-06-01,Allowance for bad debts,-24094,0,,,,,
et impots sur le revenu,216161.3,38737.9,73761.9,98844,418658.19999999995,382273.4,32960.49999999999,80690,1438705.2000000002,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2007-06-01,Earnings before operating expenses and income tax,96618,0,,,,,
salaires et avantages sociaux,68013.7,13259.5,31677,30248,117040.2,88166.4,8030.5,15606,386037.30000000005,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-06-01,Salaries and benefits,13996,0,,,,,
frais de locaux,8249.2,714.8,3799.4,9732,13671.5,11931.7,2582.9,3107,57230.50000000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-06-01,Premises expenses,3442,0,,,,,
amortissement,15527.8,2995,10670.2,6505,30048.3,25079.3,1217.5,3685,99238.1,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-06-01,Amortization,3510,0,,,,,
autres depenses d'exploitation,58113.8,8576.1,31926.7,43003,150899.4,132561.7,5853,20190,473583.7,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2007-06-01,Other operating expenses,22460,0,,,,,
benefice avant impots sur le revenu,66256.79999999999,13192.5,-4311.400000000009,9356,106998.79999999993,124534.30000000002,15276.599999999991,38102,422615.6000000001,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2007-06-01,Profit before income tax,53210,0,,,,,
impots sur le revenu,0,0,-1293.6,0,24526.8,25590.9,4124.7,24102,82908.3,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2007-06-01,Income taxes,5857.5,0,,,,,
benefice net (perte nette),66256.79999999999,13192.5,-3017.800000000009,9356,82471.99999999993,98943.40000000002,11151.89999999999,14000,339707.3000000001,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2007-06-01,Net profit (loss),47352.5,0,,,,,
prets,156692.8,21749.7,65386,92441,190357.3,218167.6,51417.1,49442,899518.5,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2009-09-01,Loans,53865,0,,,,,
